1,google.nl
2,cwi.nl
3,doxygen.nl
4,uu.nl
5,xs4all.nl
6,uva.nl
7,tudelft.nl
8,rug.nl
9,nos.nl
10,blogspot.nl
11,rijksoverheid.nl
12,utwente.nl
13,wur.nl
14,nu.nl
15,tue.nl
16,telegraaf.nl
17,ad.nl
18,vu.nl
19,nrc.nl
20,volkskrant.nl
21,ru.nl
22,rijksmuseum.nl
23,government.nl
24,marktplaats.nl
25,amazon.nl
26,autoriteitpersoonsgegevens.nl
27,rivm.nl
28,ziggo.nl
29,leidenuniv.nl
30,dutchnews.nl
31,rtlnieuws.nl
32,cbs.nl
33,universiteitleiden.nl
34,belastingdienst.nl
35,eur.nl
36,jouwweb.nl
37,vangoghmuseum.nl
38,trouw.nl
39,transip.nl
40,amsterdam.nl
41,startpagina.nl
42,ns.nl
43,businessinsider.nl
44,postnl.nl
45,home.nl
46,maastrichtuniversity.nl
47,overheid.nl
48,npostart.nl
49,kvk.nl
50,hostnet.nl
